"tarifit","nl","en","cefr_oud","woordsoort","cefr_nieuw","thema","zekerheid","tags_nieuw"
"ṭṭiyaṛa","vliegtuig","airplane","B2","ww","A1","vervoer & reizen","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::verv"
"ṭṭuṛ","Lengte","Length","B1","ww","A2","getallen & hoeveelheid","auto","tarifit::cefr::A2 tarifit::woordsoort::ww tarifit::thema::get"
"ṯaaffixṯ","de blaar","the blister","C1","znw_v_ev","B1","gezondheid","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::gez"
"ṯaafiqṯ","de clan","the clan","B2","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯaawa","de nakomelingen","the descendants","B2","znw_v_ev","B2","familie & mensen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯaayasṯ","moed","courage","B2","znw_v_ev","A2","gevoel & denken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::gev"
"ṯaaḇifṯ","stiefdochter","stepdaughter","B2","znw_v_ev","B1","familie & mensen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯacemmusṯ","pakje","package","C1","znw_v_ev","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::ov"
"ṯacna","de stiefmoeder","the stepmother","B2","znw_v_ev","B1","familie & mensen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯacɛefṯ","de enkel","the ankle","B2","znw_v_ev","A2","lichaam","check","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaddaaṯ","huis","house","B2","znw_v_ev","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaddexṯ","de oksel","the armpit","B2","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯafarṯ","Pagina","Page","B2","znw_v_ev","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::taal"
"ṯafeǧaḥṯ","boerin","farmer's wife","C1","znw_v_ev","A2","landbouw & veeteelt & visserij","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::land"
"ṯafransisṯ","Frans","French","C1","znw_v_ev","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::taal"
"ṯafunasṯ","koe","cow","B1","znw_v_ev","A1","dieren","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯafřewṯ","de plank, hout","the plank, wood","B2","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯajarrat","het wiel","the wheel","C1","znw_v_ev","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::verv"
"ṯajeǧitt","de koningin","the queen","C1","znw_v_ev","A1","samenleving & volken","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯakciṯa","de jurk","the dress","B2","znw_v_ev","A1","kleding & sieraad","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯakeccucṯ","stokje, tandenstoker","stick, toothpick","C1","znw_v_ev","B1","gereedschap & materiaal","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::ger"
"ṯakiḏaaṯ","de merrie","the mare","C1","znw_v_ev","B2","dieren","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯalimanṯ","Duits","German","C1","znw_v_ev","A1","taal & school & communicatie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::taal"
"ṯallajṯ","Koelkast","Refrigerator","B2","znw_v_ev","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯalwisṯ","stuk goud","piece of gold","B2","znw_v_ev","B2","handel & geld","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::hdl"
"ṯamaṛaqṯ","Erwtensoep","Pea soup","C1","znw_v_ev","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯamcett","de borstel, kam","the brush, comb","B2","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯamcett n yiɣess","de duizendpoot","the centipede","C2","znw_v_ev","B2","dieren","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯamcunṯ","stoute vrouw","naughty woman","B2","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯameddiṯ","avond","evening","B2","znw_v_ev","A1","tijd","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::tijd"
"ṯamedjač","ei","egg","C1","znw_v_ev","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯamenɣawṯ","de moord","the murder","C1","znw_v_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯameqyasṯ","de armband","the bracelet","C1","znw_v_ev","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯamessatt","de heup","the hip","C1","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯamesřemṯ","moslimvrouw, Islam","Muslim woman, Islam","C1","znw_v_ev","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::rel"
"ṯameɛmuč","het perceel","the plot","C1","znw_v_ev","B2","landbouw & veeteelt & visserij","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::land"
"ṯameḏwasṯ","Bezem","Broom","C1","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯameḥṯac","vrouw die gras snijdt","woman who cuts grass","C1","znw_v_ev","B2","landbouw & veeteelt & visserij","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::land"
"ṯameṣɛecṯ","vrouwelijke bedelaar","female beggar","C1","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯamja","fluit","whistle","B2","znw_v_ev","A2","muziek & kunst","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::muz"
"ṯamment","Honing","Honey","B2","znw_v_ev","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯammuaṯ","land, vloer","country, floor","C1","znw_v_ev","A2","natuur & weer","check","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯammurṯ","Aarde (Grond)","Earth (Ground)","B2","znw_v_ev","A2","natuur & weer","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯamziyḏa","moskee","mosque","C1","znw_v_ev","A2","religie & leven-dood","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::rel"
"ṯamɣārṯ","vrouw","woman","B2","znw_v_ev","A1","familie & mensen","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯamɣaṛṯ n ṯaḏḏarṯ","Huisvrouw","Housewife","C2","znw_v_ev","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯandint","stad","city","B2","znw_v_ev","A1","plaats & richting & geografie","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::pl"
"ṯanewwacṯ","de bloem","the flower","C1","znw_v_ev","A1","natuur & weer","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯanwač","de hut","the hut","B2","znw_v_ev","B1","huis & huishouden","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯanyana","weer, opnieuw","again","C1","ww","A1","natuur & weer","auto","tarifit::cefr::A1 tarifit::woordsoort::ww tarifit::thema::nat"
"ṯanyiaṯ","voorhoofd","forehead","B2","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaqbucṯ","kleine waterkruik","small water jar","B1","znw_v_ev","B2","huis & huishouden","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaqcuaṯ","de roos (roos in het haar)","the dandruff (dandruff in the hair)","B2","znw_v_ev","A2","natuur & weer","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯaqecqacṯ","de schedel","the skull","C1","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaqeḥḇecṯ","de prostituee","the prostitute","C1","znw_v_ev","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯaqeṛɛɛecṯ","vrouw uit Iqeṛɛiyen","woman from Iqeṛɛiyen","C1","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯaqiḏunṯ","tent","tent","C1","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaqmijaṯ","Blouse","Blouse","C1","znw_v_ev","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯaqmijjaṯ","Hemd","Shirt","C1","znw_v_ev","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯaqsefṯ","de vesting","the fortress","B2","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯaquřacṯ","de cirkel","the circle","C1","znw_v_ev","A2","overig","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::ov"
"ṯarifecṯ","Riffijnse vrouw, Riffijnse taal","Riffian woman, Riffian language","C1","znw_v_ev","B2","samenleving & volken","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯarremmant (n) uḏaa","de kuit","the calf","C2","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaruṯ","de long","the lung","B2","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯasaaḏunṯ","vrouwelijk muildier","female mule","C1","znw_v_ev","B2","dieren","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯasebbač","Kraan","Crane","C1","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯasebnecṯ","traditionele hoofddoek","traditional headscarf","C1","znw_v_ev","B2","kleding & sieraad","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯasennaaṯ","de haak, de vishaak","the hook, the fishing hook","C1","znw_v_ev","B1","gereedschap & materiaal","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::ger"
"ṯaseḇnecṯ","de hoofdband","the headband","C1","znw_v_ev","B2","kleding & sieraad","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯaseḥḥarṯ","Heks","Witch","C1","znw_v_ev","B1","religie & leven-dood","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::rel"
"ṯaseḵsuṯ","de pot","the pot","C1","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯasiaṯ","de molen, kies (tand)","the mill, molar (tooth)","B2","znw_v_ev","B1","landbouw & veeteelt & visserij","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::land"
"ṯaspanyuṯ","Spaanse (vrouw, taal)","Spanish (female, language)","B1","znw_v_ev","A2","samenleving & volken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯasrafṯ","de draaikolk","the whirlpool","B2","znw_v_ev","B2","natuur & weer","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯasřiṯ","de schoondochter (van een man)","the daughter-in-law (of a man)","B2","znw_v_ev","B1","familie & mensen","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯasřiṯ n wenzaa","de regenboog","the rainbow","C2","znw_v_ev","A2","natuur & weer","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯasṛiṯ","bruid","bride","B2","znw_v_ev","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯateḇsecṯ","het schoteltje","the saucer","C1","znw_v_ev","B1","eten & drinken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯawessaaṯ","de oude vrouw","the old woman","C1","znw_v_ev","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯawriqṯ / ṛciƔeḏ / ṯifaacṯ","Blad (papier)","Sheet (paper)","B2","znw_v_ev","A1","taal & school & communicatie","check","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::taal"
"ṯawtent","vrouwelijk","female","B2","znw_v_ev","A2","eigenschappen & kleuren","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eig"
"ṯawwaaṯ","deur","door","B2","znw_v_ev","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯawwarṯ","Ingang","Entrance","B2","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaxcefṯ","de val","the fall","B2","znw_v_ev","B1","gereedschap & materiaal","check","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::ger"
"ṯaxeddant n spitaa","de verpleegster","the nurse","C2","znw_v_ev","A2","gezondheid","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::gez"
"ṯaxessaaṯ","de nederlaag","the defeat","C1","znw_v_ev","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯaxeḏmesṯ","slagersmes","butcher knife","C1","znw_v_ev","B2","gereedschap & materiaal","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::ger"
"ṯaxrasṯ","de oorbel","the earring","B2","znw_v_ev","A2","kleding & sieraad","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯaxsacṯ","de pompoen","the pumpkin","B2","znw_v_ev","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯayaazicṯ","vrouwelijke haas","female hare","C1","znw_v_ev","B2","dieren","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯayarṛarṯ","Band (auto)","Tire (car)","C1","znw_v_ev","A2","vervoer & reizen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::verv"
"ṯayarṯ","Buurvrouw","Neighbor","B2","znw_v_ev","A1","samenleving & volken","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯayaṛṛabuṯ","kleine boot","small boat","C1","znw_v_ev","B2","vervoer & reizen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::verv"
"ṯaɣenjacṯ","lepel","spoon","C1","znw_v_ev","A1","eten & drinken","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯayezzaaṯ","het eiland","the island","C1","znw_v_ev","A1","natuur & weer","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯayeḏǧafṯ","kleine ǧellaba","little ǧellaba","C1","znw_v_ev","B2","kleding & sieraad","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::kled"
"ṯayujiṯc","weesmeisje","orphan girl","C1","znw_v_ev","B2","familie & mensen","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯayya","slaaf","slave","B2","znw_v_ev","B1","samenleving & volken","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::sam"
"ṯayyawṯ","kleindochter","granddaughter","B1","znw_v_ev","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯayyuṯ / anu","de mist","the fog","B1","znw_v_ev","A2","natuur & weer","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯayzint","de brandnetel","the nettle","B2","znw_v_ev","B1","natuur & weer","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯayḏa","de den","the pine","B2","znw_v_ev","B1","natuur & weer","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯazaaḇecṯ","het tapijt","the carpet","C1","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯazewḏa","het gerecht, schaal","the dish, bowl","B2","znw_v_ev","A2","eten & drinken","check","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯazeyyat","Fles","Bottle","C1","znw_v_ev","A1","huis & huishouden","auto","tarifit::cefr::A1 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯazeyyaṯ ṯamezyanṯ","Flesje","Bottle","C2","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaziri","volle maan","full moon","B2","znw_v_ev","B1","natuur & weer","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯazitunt","de olijf","the olive","C1","znw_v_ev","A2","eten & drinken","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::eten"
"ṯazizwiṯ","Bij (insect)","Bee (insect)","C1","znw_v_ev","A2","dieren","check","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯazyawṯ","mand","basket","B2","znw_v_ev","A2","huis & huishouden","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯazzaaṯ","de hark, de hooivork","the rake, the pitchfork","B2","znw_v_ev","B1","landbouw & veeteelt & visserij","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::land"
"ṯazřent","de paling","the eel","B2","znw_v_ev","B1","dieren","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::dier"
"ṯařa","de bron","the source","B1","znw_v_ev","A2","natuur & weer","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::nat"
"ṯaɛecmaaṯ","kleine baard","small beard","C1","znw_v_ev","B2","lichaam","auto","tarifit::cefr::B2 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaɛeddisṯ","de taille","the waist","C1","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaɛjjacṯ","stof","dust","C1","znw_v_ev","A2","huis & huishouden","check","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::huis"
"ṯaɛzaacṯ","de jonge vrouw","the young woman","C1","znw_v_ev","A2","familie & mensen","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::fam"
"ṯaɣesmiaṯ","de kin","the chin","C1","znw_v_ev","A2","lichaam","auto","tarifit::cefr::A2 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
"ṯaɣezḏisṯ","de rib","the rib","C1","znw_v_ev","B1","lichaam","auto","tarifit::cefr::B1 tarifit::woordsoort::znw_v_ev tarifit::thema::lich"
